# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 FPKM in experiment E-GEOD-50191
# Selected columns: 23 (all)
# Timestamp: Mon, 02-Nov-2020 23:33:03
Gene ID	Gene Name	vegetative meristem	internode 6-7	internode 7-8	growth zone of leaf 8	stomatal division zone of leaf 8	symmetrical division zone of leaf 8	mature leaf 8	primary root	root cortex	root differentiation zone	root elongation zone	secondary root	mature pollen	mature female spikelet	2-4 mm from tip of ear primordium	6-8 mm from tip of ear primordium	unpollinated silk	endosperm 12 days after pollination	endosperm crown	pericarp and aleurone	embryo 20 days after pollination	embryo 38 days after pollination	germinated embryo 2 days after imbibition
Zm00001d035001	ferredoxin1	1.0	50.0	19.0	66.0	26.0	3.0	557.0		0.3					91.0	0.3	0.5	49.0	0.1	0.4		0.2	1.0	2.0
Zm00001d035002	ferredoxin5	3.0	18.0	14.0	30.0	14.0	3.0	577.0					0.1		21.0	0.7	1.0	92.0	0.1		1.0	2.0	0.7	1.0
Zm00001d035003	ferredoxin2	0.2	0.4	0.1	0.6	0.3		1086.0	0.1	2.0			0.5	0.8	38.0	0.4	1.0	114.0	0.1		2.0	1.0	1.0	5.0
Zm00001d035004	Zm00001d035004	3.0	4.0	3.0	8.0	7.0	9.0	15.0	3.0	3.0	2.0	2.0	3.0	0.5	2.0	7.0	8.0	1.0	1.0	2.0	5.0	5.0	5.0	9.0
Zm00001d035005	Zm00001d035005	2.0	2.0	2.0	3.0	3.0	1.0	0.4	0.7	0.4	0.5	0.4	0.6		0.8	0.7	0.9	0.1	0.1	0.1	0.1	0.7	0.5	1.0
Zm00001d035007	Zm00001d035007	0.6	0.6	0.5	0.6	1.0	0.4	0.6	6.0	14.0	1.0	4.0	6.0	13.0	2.0	0.6	0.6	4.0	5.0	5.0	21.0	2.0	3.0	9.0
Zm00001d035008	PHD-transcription factor 1	7.0	6.0	8.0	7.0	11.0	9.0	4.0	4.0	2.0	7.0	3.0	4.0	0.4	5.0	6.0	6.0	2.0	3.0	2.0	3.0	4.0	5.0	5.0
Zm00001d035012	Zm00001d035012	19.0	8.0	9.0	15.0	18.0	25.0	20.0	4.0	6.0	10.0	3.0	3.0	1.0	8.0	26.0	25.0	8.0	25.0	15.0	14.0	16.0	13.0	14.0
Zm00001d035013	Zm00001d035013		0.1	0.1				0.9							1.0		0.3			0.5	90.0		0.1	
Zm00001d035014	Zm00001d035014	22.0	30.0	32.0	17.0	16.0	19.0	14.0	26.0	10.0	24.0	19.0	26.0	2.0	32.0	24.0	21.0	15.0	23.0	9.0	16.0	17.0	22.0	19.0
Zm00001d035015	Zm00001d035015	4.0	0.9	0.8	1.0	4.0	5.0	5.0	0.7	2.0	2.0	0.6	0.9		0.1	7.0	7.0	2.0	1.0	0.2	4.0	4.0	4.0	1.0
Zm00001d035016	Zm00001d035016							2.0						0.4				0.2		0.1	3.0		0.3	0.5
Zm00001d035018	Zm00001d035018								2.0		2.0	0.1	3.0								0.1	0.1	0.2	0.9
Zm00001d035019	Zm00001d035019	60.0	55.0	59.0	33.0	33.0	37.0	18.0	35.0	43.0	48.0	46.0	34.0	5.0	84.0	37.0	36.0	105.0	19.0	5.0	11.0	26.0	20.0	25.0
Zm00001d035020	Zm00001d035020	0.6	0.6	0.2	3.0	2.0	0.8	0.1	0.3	0.2		0.2	0.8		2.0			9.0			1.0	0.1	0.1	0.1
Zm00001d035021	Zm00001d035021								0.1				0.1											
Zm00001d035023	Zm00001d035023	30.0	22.0	26.0	24.0	41.0	55.0	1.0	9.0	0.9	25.0	7.0	9.0	0.4	7.0	47.0	46.0	3.0	29.0	3.0	4.0	31.0	14.0	11.0
Zm00001d035024	Zm00001d035024	1.0	8.0	4.0	1.0	0.6	0.7		36.0	0.9		3.0	35.0		4.0	0.3	0.4	11.0		0.9	0.1	0.6	2.0	10.0
Zm00001d035027	Zm00001d035027			0.1	0.1										1.0	0.9	2.0	1.0		0.1		26.0	21.0	25.0
Zm00001d035028	Zm00001d035028	0.6	0.6	0.2	0.9		0.3	0.3	7.0	35.0	4.0	0.3	6.0		0.6		0.1					1.0	2.0	0.5
Zm00001d035029	Zm00001d035029	31.0	17.0	17.0	18.0	26.0	26.0	12.0	10.0	10.0	12.0	16.0	10.0	7.0	17.0	23.0	35.0	24.0	25.0	21.0	13.0	20.0	22.0	20.0
Zm00001d035030	Zm00001d035030	26.0	21.0	20.0	32.0	25.0	42.0	21.0	14.0	16.0	15.0	14.0	15.0	50.0	12.0	36.0	42.0	11.0	20.0	8.0	18.0	15.0	14.0	31.0
Zm00001d035031	Zm00001d035031	9.0	8.0	8.0	7.0	8.0	7.0	6.0	5.0	7.0	4.0	4.0	5.0	0.3	9.0	7.0	7.0	8.0	4.0	3.0	5.0	5.0	7.0	7.0
Zm00001d035032	Zm00001d035032	15.0	20.0	21.0	14.0	10.0	15.0	5.0	27.0	32.0	14.0	17.0	31.0	0.1	36.0	11.0	13.0	21.0	13.0	4.0	12.0	12.0	12.0	21.0
Zm00001d035033	Zm00001d035033	0.1		0.1	0.1	0.1	0.1	0.1			0.1				0.1	0.4	0.4		0.1	0.2	0.2	0.1	0.3	0.1
Zm00001d035034	adenylate kinase1	22.0	24.0	29.0	32.0	20.0	20.0	620.0	18.0	39.0	13.0	9.0	16.0	14.0	21.0	13.0	14.0	30.0	12.0	3.0	7.0	20.0	11.0	30.0
Zm00001d035035	Zm00001d035035	0.3	0.2	0.2	0.4	0.5	0.4	0.1	2.0	2.0	0.4	0.5	2.0		1.0	2.0	2.0	0.4	0.7	0.2	1.0	6.0	0.7	0.3
Zm00001d035036	Zm00001d035036											0.1												
Zm00001d035037	Zm00001d035037	0.8	1.0	0.7	2.0	2.0	1.0	0.2	0.6	0.1	0.9	1.0	0.5		0.1	0.4	0.7		0.1		0.5	0.3	0.1	0.5
Zm00001d035038	FRK2	1.0	2.0	0.7	4.0	5.0	2.0	0.2	1.0	0.3	1.0	3.0	0.8		0.1	0.7	1.0	0.2	0.2		0.8	0.6	0.3	1.0
Zm00001d035039	Zm00001d035039	13.0	15.0	16.0	9.0	8.0	7.0	7.0	23.0	13.0	9.0	28.0	19.0	2.0	16.0	17.0	16.0	7.0	8.0	13.0	14.0	29.0	11.0	14.0
Zm00001d035040	Zm00001d035040	6.0	8.0	9.0	8.0	5.0	7.0	5.0	6.0	6.0	3.0	5.0	7.0	0.8	5.0	6.0	7.0	4.0	2.0	3.0	4.0	4.0	4.0	4.0
Zm00001d035041	Zm00001d035041	11.0	6.0	7.0	8.0	8.0	13.0	16.0	2.0	4.0	3.0	2.0	2.0	32.0	6.0	17.0	19.0	3.0	9.0	7.0	9.0	15.0	15.0	8.0
Zm00001d035042	Zm00001d035042													36.0										
Zm00001d035044	Zm00001d035044	35.0	23.0	20.0	39.0	84.0	75.0	36.0	13.0	3.0	33.0	10.0	13.0	0.2	10.0	57.0	63.0	5.0	23.0	9.0	22.0	33.0	52.0	37.0
Zm00001d035046	Zm00001d035046	1.0	0.8	0.5	0.7	1.0	0.8	3.0	4.0	9.0	1.0	3.0	5.0	0.1	0.4	0.9	0.9	0.4	1.0	10.0	10.0	0.2	0.5	9.0
Zm00001d035047	Zm00001d035047	45.0	31.0	33.0	19.0	30.0	35.0	48.0	10.0	5.0	17.0	7.0	11.0	7.0	24.0	22.0	24.0	10.0	17.0	19.0	24.0	21.0	132.0	25.0
Zm00001d035048	Zm00001d035048	9.0	5.0	5.0	6.0	9.0	7.0	5.0	4.0	2.0	9.0	4.0	4.0	6.0	3.0	5.0	6.0	3.0	7.0	2.0	3.0	6.0	6.0	7.0
Zm00001d035049	Zm00001d035049	0.1	0.1		0.5	0.6	0.9	0.1			0.1					0.3	0.3				0.1	0.1		0.5
Zm00001d035050	Zm00001d035050	8.0	9.0	8.0	11.0	15.0	11.0	3.0	8.0	5.0	8.0	9.0	8.0	0.1	3.0	9.0	10.0	3.0	6.0	4.0	7.0	8.0	7.0	10.0
Zm00001d035051	Zm00001d035051	18.0	12.0	13.0	30.0	24.0	17.0	43.0	2.0	3.0	5.0	1.0	2.0	1.0	12.0	15.0	16.0	8.0	5.0	3.0	3.0	11.0	6.0	4.0
Zm00001d035052	Zm00001d035052	55.0	64.0	70.0	85.0	68.0	45.0	75.0	54.0	83.0	81.0	60.0	51.0	33.0	69.0	32.0	32.0	109.0	68.0	24.0	28.0	32.0	19.0	40.0
Zm00001d035053	MADS-transcription factor 45	0.4	0.4	0.2	0.8	0.2	0.1	3.0	1.0	1.0	0.7	1.0	0.6		2.0	0.2	0.1	59.0	0.1	0.2	0.3	0.2	0.4	2.0
Zm00001d035054	Zm00001d035054	58.0	59.0	61.0	52.0	66.0	49.0	24.0	72.0	126.0	85.0	99.0	80.0	0.2	105.0	97.0	94.0	84.0	177.0	13.0	37.0	123.0	41.0	108.0
Zm00001d035055	Zm00001d035055		0.1					0.4	6.0	0.1			3.0											
Zm00001d035056	Zm00001d035056	1.0	3.0	4.0	0.9	0.6	0.9							14.0	1.0			0.3						0.1
Zm00001d035058	Zm00001d035058													0.1										
Zm00001d035063	Zm00001d035063	0.2	4.0	2.0	1.0	0.9	0.3	0.4				0.1			0.4			0.2				0.1		
Zm00001d035064	Zm00001d035064	1.0	3.0	2.0	1.0	0.7	0.4	0.7	3.0	3.0	1.0	2.0	3.0		1.0	0.2	0.2	2.0	0.1		0.6	0.6	1.0	2.0
Zm00001d035065	Zm00001d035065	12.0	10.0	10.0	12.0	14.0	19.0	8.0	7.0	4.0	15.0	5.0	7.0	0.3	4.0	34.0	27.0	3.0	12.0	4.0	10.0	17.0	13.0	15.0
Zm00001d035066	Zm00001d035066	8.0	8.0	7.0	12.0	10.0	11.0	25.0	5.0	10.0	6.0	3.0	4.0	4.0	8.0	12.0	14.0	10.0	41.0	32.0	33.0	17.0	21.0	10.0
Zm00001d035067	Zm00001d035067				0.1	0.1		0.4	4.0	0.2	6.0		6.0				0.1	0.1	0.2	0.2	0.4	0.1	0.4	2.0
Zm00001d035069	Zm00001d035069								0.2	1.0			0.3											
Zm00001d035070	Zm00001d035070																						0.1	
Zm00001d035072	Zm00001d035072	4.0	4.0	4.0	6.0	4.0	4.0	14.0	2.0	0.9	3.0	0.5	2.0		3.0	3.0	4.0	2.0	2.0	1.0	2.0	2.0	2.0	3.0
Zm00001d035076	NAC-transcription factor 54		0.3	0.1	9.0			3.0																
Zm00001d035079	Zea mays ARGOS5	2.0	3.0	2.0	1.0	2.0	0.3	1.0	2.0	19.0	0.2	0.4	2.0		9.0	2.0	4.0	23.0	0.7	0.3	8.0	0.8	12.0	2.0
Zm00001d035080	Zm00001d035080																	0.5			2.0			
Zm00001d035081	Zm00001d035081	0.1	0.3	0.1	2.0	0.7	0.1	180.0							0.9	0.1	0.4	5.0	0.2	2.0	0.3	0.1	0.1	0.2
Zm00001d035082	Zm00001d035082	3.0	0.6	0.5	1.0	2.0	3.0		1.0	0.4	0.1		0.4		1.0	27.0	19.0		1.0			2.0	0.7	0.9
Zm00001d035083	Zm00001d035083													0.1					0.3		0.1			
Zm00001d035084	NAC-transcription factor 123	0.6	6.0	3.0	14.0	0.9		0.2	7.0	1.0	0.3	1.0	4.0		4.0						0.1			0.1
Zm00001d035086	Zm00001d035086	20.0	22.0	20.0	14.0	12.0	8.0	24.0	24.0	37.0	13.0	20.0	23.0	17.0	30.0	7.0	8.0	16.0	18.0	19.0	26.0	10.0	51.0	43.0
Zm00001d035087	acidic ribosomal protein P1a	910.0	745.0	620.0	387.0	497.0	320.0	131.0	873.0	255.0	1737.0	1411.0	734.0	13.0	749.0	584.0	322.0	570.0	980.0	210.0	164.0	717.0	400.0	615.0
Zm00001d035088	Zm00001d035088	7.0	2.0	2.0	10.0	9.0	14.0	7.0	1.0	2.0	3.0	2.0	2.0	0.5	1.0	9.0	11.0	0.5	10.0	3.0	9.0	16.0	12.0	7.0
Zm00001d035089	Zm00001d035089	0.6	0.8	0.6	6.0	5.0	8.0	3.0	0.8	0.1	1.0	0.7	0.7	0.4	0.2	6.0	6.0	0.1	2.0	1.0	5.0	7.0	5.0	4.0
Zm00001d035090	Zm00001d035090	38.0	15.0	20.0	57.0	30.0	67.0	8.0	5.0	5.0	9.0	7.0	5.0	0.1	32.0	55.0	67.0	6.0	29.0	11.0	12.0	36.0	15.0	10.0
Zm00001d035091	Zm00001d035091	2.0	0.8	0.4	1.0	5.0	3.0	0.3	0.1		1.0	0.2	0.2	0.2	0.2	2.0	3.0		0.5	0.2	0.3	0.6	0.7	0.5
Zm00001d035092	Zm00001d035092	6.0	8.0	9.0	20.0	6.0	5.0	56.0	0.8	0.3	1.0	0.5	1.0		10.0	3.0	4.0	11.0	4.0	0.8	1.0	3.0	2.0	4.0
Zm00001d035093	Zm00001d035093	7.0	9.0	7.0	20.0	14.0	13.0	6.0	4.0	2.0	5.0	5.0	4.0	0.2	4.0	13.0	14.0	3.0	7.0	3.0	7.0	8.0	10.0	10.0
Zm00001d035094	Zm00001d035094	265.0	192.0	194.0	75.0	117.0	77.0	17.0	181.0	41.0	372.0	233.0	162.0	0.5	152.0	58.0	53.0	69.0	130.0	36.0	27.0	56.0	87.0	126.0
Zm00001d035095	Zm00001d035095	123.0	211.0	164.0	95.0	78.0	47.0	22.0	272.0	176.0	125.0	382.0	271.0	11.0	276.0	39.0	43.0	201.0	57.0	26.0	33.0	42.0	45.0	112.0
Zm00001d035097	Zm00001d035097	7.0	14.0	10.0	4.0	14.0	10.0	0.2	3.0	1.0	6.0	1.0	4.0		5.0	4.0	5.0	0.5	4.0	0.1	0.4	4.0	1.0	3.0
Zm00001d035098	Zm00001d035098	14.0	11.0	13.0	13.0	13.0	22.0	27.0	11.0	8.0	14.0	7.0	10.0	0.3	11.0	25.0	26.0	6.0	18.0	7.0	14.0	15.0	15.0	15.0
Zm00001d035100	Zm00001d035100								0.5	0.3		0.2	0.1											
Zm00001d035106	Zm00001d035106																				0.2			
Zm00001d035108	Zm00001d035108								0.3	0.2		0.6	0.3											
Zm00001d035109	Zm00001d035109								0.5	0.1		0.5	0.3											
Zm00001d035111	Zm00001d035111								0.6	0.7		0.2	0.1											
Zm00001d035112	Zm00001d035112								3.0	2.0		0.5	0.9											
Zm00001d035113	Zm00001d035113	3.0	4.0	4.0	5.0	6.0	6.0	3.0	2.0	1.0	3.0	2.0	2.0	0.6	1.0	5.0	5.0	1.0	3.0	0.7	3.0	3.0	5.0	4.0
Zm00001d035115	multidrug and toxic compound extrusion1	3.0	4.0	3.0	2.0	0.8	1.0	15.0	3.0	2.0	1.0	2.0	4.0	91.0	2.0	0.8	1.0	2.0	0.1	0.1	0.7	0.1	1.0	2.0
Zm00001d035119	Zm00001d035119	3.0	2.0	2.0	9.0	14.0	3.0	0.3	5.0	6.0	3.0	11.0	5.0		0.5	13.0	13.0	0.3	0.9	0.9	0.8	14.0	6.0	2.0
Zm00001d035124	Zm00001d035124	32.0	39.0	44.0	6.0	11.0	9.0	6.0	35.0	12.0	68.0	36.0	30.0	0.2	35.0	11.0	10.0	30.0	4.0	0.6	4.0	11.0	14.0	21.0
Zm00001d035125	Zm00001d035125								2.0	1.0	1.0	2.0	2.0								0.2			0.1
Zm00001d035129	Zm00001d035129								1.0	0.5	0.9	1.0	1.0											0.1
Zm00001d035130	Zm00001d035130	18.0	16.0	14.0	15.0	18.0	17.0	9.0	10.0	5.0	20.0	12.0	9.0	7.0	7.0	15.0	16.0	6.0	15.0	3.0	5.0	17.0	10.0	16.0
Zm00001d035131	Zm00001d035131													0.1						0.1	0.1			
Zm00001d035132	Zm00001d035132	8.0	9.0	6.0	9.0	6.0	1.0	3.0	18.0	18.0	10.0	17.0	15.0	0.4	5.0	3.0	2.0	6.0	3.0	5.0	3.0	4.0	9.0	23.0
Zm00001d035133	Zm00001d035133	0.3	0.2	0.1	1.0	0.7	0.2	0.2	0.8	0.5	0.5	0.2	0.8		0.1	0.3	0.5	0.4	0.2	0.1	0.2	0.3	0.9	0.9
Zm00001d035134	Zm00001d035134	8.0	7.0	9.0	7.0	7.0	6.0	1.0	0.2	1.0	0.1	0.1	0.3		29.0	3.0	6.0	25.0		0.1	0.1	1.0	0.6	2.0
Zm00001d035135	Zm00001d035135	2.0	6.0	4.0	4.0	3.0	0.8	56.0		0.2			0.1		10.0	0.5	1.0	24.0	1.0			0.2		0.1
Zm00001d035136	succinate dehydrogenase7	31.0	45.0	44.0	14.0	17.0	16.0	20.0	58.0	47.0	61.0	46.0	65.0	2.0	37.0	13.0	13.0	25.0	19.0	3.0	9.0	9.0	12.0	58.0
Zm00001d035139	Zm00001d035139	33.0	55.0	51.0	48.0	33.0	49.0	32.0	43.0	14.0	54.0	24.0	41.0	0.2	28.0	60.0	50.0	16.0	69.0	42.0	42.0	35.0	45.0	31.0
Zm00001d035140	Zm00001d035140	7.0	8.0	11.0	5.0	5.0	6.0	10.0	9.0	15.0	3.0	4.0	9.0	2.0	9.0	10.0	9.0	9.0	11.0	6.0	10.0	8.0	9.0	6.0
Zm00001d035145	Zm00001d035145				0.1	0.1	0.2	0.1								0.1	0.1						0.1	
Zm00001d035147	Zm00001d035147																			0.1	0.1			
Zm00001d035148	Zm00001d035148								0.1				0.1								0.5			
Zm00001d035149	Zm00001d035149								1.0	0.3	0.4		0.8							0.1	8.0			0.2
Zm00001d035150	Zm00001d035150																			1.0	3.0			
Zm00001d035153	Zm00001d035153																		26.0	0.5	0.3		0.1	
Zm00001d035154	Zm00001d035154																		2.0					
Zm00001d035156	glyceraldehyde-3-phosphate dehydrogenase2	298.0	591.0	502.0	368.0	189.0	194.0	322.0	967.0	663.0	653.0	1127.0	978.0	4.0	906.0	259.0	244.0	584.0	584.0	84.0	336.0	721.0	457.0	507.0
Zm00001d035157	Zm00001d035157	0.5	3.0	2.0	0.7	0.5	0.3	64.0	14.0	17.0	11.0	4.0	18.0	2.0	4.0	8.0	7.0	18.0	0.3		27.0	7.0	2.0	3.0
Zm00001d035161	Zm00001d035161																					13.0	3.0	
Zm00001d035162	Zm00001d035162				0.1			0.7	0.8	3.0	0.3	0.2	2.0			0.4	0.6		0.1	0.1	58.0	0.7	0.4	0.9
Zm00001d035163	Zm00001d035163							0.6				0.1	0.1								0.1			
Zm00001d035166	Zm00001d035166	0.2					0.1	4.0	0.2		0.3	0.4	0.1		0.1	0.1	0.2				2.0			
Zm00001d035167	Zm00001d035167	4.0	3.0	2.0	9.0	10.0	10.0	3.0	1.0	0.6	3.0	1.0	1.0	0.6	0.8	9.0	11.0	0.9	5.0	2.0	4.0	6.0	5.0	4.0
Zm00001d035168	Zm00001d035168	14.0	15.0	12.0	18.0	14.0	10.0	10.0	14.0	16.0	8.0	30.0	13.0	0.2	4.0	13.0	14.0	9.0	5.0	2.0	10.0	11.0	6.0	11.0
Zm00001d035169	Zm00001d035169	20.0	19.0	20.0	34.0	21.0	26.0	43.0	11.0	6.0	25.0	12.0	10.0	6.0	22.0	17.0	20.0	13.0	82.0	22.0	11.0	45.0	14.0	11.0
Zm00001d035170	Zm00001d035170	20.0	18.0	20.0	20.0	17.0	30.0	14.0	17.0	12.0	19.0	12.0	18.0	12.0	17.0	56.0	48.0	9.0	22.0	10.0	20.0	25.0	19.0	19.0
Zm00001d035171	Zm00001d035171	0.1	1.0	0.3	2.0	0.3	0.1	4.0	2.0	5.0	0.2	0.6	3.0		0.5	0.1	0.1	0.9	0.5	0.5	1.0	0.1		3.0
Zm00001d035172	Zm00001d035172				0.1	0.1	0.2	0.3	0.9	2.0			0.7			0.1	0.1				2.0	0.1		
Zm00001d035178	Zm00001d035178							28.0	0.1	0.1			0.4							1.0	12.0		0.4	16.0
Zm00001d035180	Zm00001d035180					0.2						0.1					0.1							0.1
Zm00001d035182	Zm00001d035182	0.5	2.0	2.0	0.4	0.1	0.4	1.0	0.2	0.3					1.0	0.4	0.6	0.2	0.3	0.4	0.1	0.1	0.1	0.1
Zm00001d035183	reaction to X. oryzae1	4.0	5.0	6.0	6.0	4.0	9.0	5.0	3.0	3.0	3.0	3.0	3.0		3.0	8.0	9.0	2.0	2.0	1.0	3.0	3.0	2.0	2.0
Zm00001d035184	Zm00001d035184	3.0	3.0	1.0	3.0	2.0	2.0	4.0	3.0	3.0	0.6	2.0	3.0	0.1	1.0	2.0	2.0	1.0	0.8	0.4	0.9	4.0	3.0	1.0
Zm00001d035185	Zm00001d035185	8.0	8.0	9.0	15.0	11.0	9.0	43.0	2.0	4.0	3.0	0.9	2.0		9.0	9.0	9.0	8.0	3.0	5.0	8.0	6.0	14.0	9.0
Zm00001d035186	Zm00001d035186	22.0	15.0	15.0	21.0	30.0	26.0	10.0	11.0	11.0	16.0	7.0	11.0	0.3	8.0	25.0	26.0	5.0	15.0	9.0	14.0	24.0	12.0	22.0
Zm00001d035191	umc85a	17.0	13.0	17.0	10.0	30.0	42.0	0.1	2.0	0.2	8.0	0.2	2.0		5.0	35.0	36.0	0.3	3.0	0.1	0.2	14.0	2.0	3.0
Zm00001d035194	leunig-related8	7.0	10.0	13.0	9.0	8.0	11.0	9.0	11.0	6.0	5.0	5.0	10.0	0.5	8.0	10.0	10.0	6.0	5.0	8.0	12.0	6.0	8.0	10.0
Zm00001d035195	Zm00001d035195	5.0	11.0	5.0	1.0	0.2	0.6	14.0	4.0		0.1	0.1	4.0		9.0	0.3	0.3	0.3						14.0
Zm00001d035197	Zm00001d035197	1.0	1.0	1.0	0.5	15.0	3.0	0.3	0.2		0.7	0.1	0.1		0.6	1.0	1.0		0.3		0.2	3.0	3.0	0.6
Zm00001d035198	Zm00001d035198	7.0	7.0	7.0	12.0	11.0	12.0	11.0	5.0	9.0	2.0	3.0	5.0	1.0	12.0	11.0	14.0	15.0	15.0	7.0	9.0	6.0	4.0	7.0
Zm00001d035199	Zm00001d035199	20.0	12.0	18.0	16.0	29.0	33.0	5.0	5.0	3.0	10.0	2.0	5.0		7.0	27.0	28.0	3.0	14.0	4.0	6.0	19.0	11.0	8.0
Zm00001d035200	Zm00001d035200	0.1			0.3	0.1	0.1	20.0		0.3			0.1	0.1	0.1			0.2	0.1		0.4	0.2		0.1
Zm00001d035201	60S acidic ribosomal protein P0	396.0	512.0	471.0	224.0	256.0	193.0	101.0	935.0	146.0	1674.0	1078.0	823.0	9.0	301.0	195.0	123.0	175.0	265.0	89.0	121.0	198.0	505.0	694.0
Zm00001d035205	Zm00001d035205	0.1																						
Zm00001d035206	Zm00001d035206	4.0	3.0	3.0	3.0	3.0	4.0	13.0	1.0	2.0	0.9	0.2	1.0	0.2	6.0	5.0	8.0	4.0	1.0	1.0	6.0	4.0	4.0	3.0
Zm00001d035207	Zm00001d035207	20.0	9.0	8.0	12.0	21.0	17.0	7.0	3.0	4.0	8.0	3.0	3.0	0.6	7.0	19.0	21.0	5.0	6.0	4.0	7.0	14.0	9.0	8.0
Zm00001d035208	Zm00001d035208	5.0	9.0	9.0	7.0	3.0	3.0	9.0	9.0	9.0	2.0	5.0	10.0		8.0	7.0	7.0	5.0	6.0	4.0	6.0	4.0	11.0	7.0
Zm00001d035211	Zm00001d035211	3.0	4.0	2.0	9.0	6.0	2.0	3.0	0.6	0.1	0.7	0.7	0.7		2.0	0.7	1.0	0.4		0.1		0.7	3.0	5.0
Zm00001d035212	Zm00001d035212	0.2	4.0	2.0	2.0	0.2		92.0	0.1	0.9			0.1		4.0	0.1	0.3	12.0					0.1	0.2
Zm00001d035214	GRMZM2G055238				0.1			4.0	26.0	61.0	0.4	32.0	24.0		6.0		0.2	35.0	0.2		3.0		0.9	0.1
Zm00001d035215	Zm00001d035215	0.1																						
Zm00001d035222	Zm00001d035222	12.0	2.0	0.4	18.0	69.0	38.0	10.0	2.0	0.5	18.0	3.0	2.0		0.6	13.0	18.0	0.4	58.0	8.0	9.0	11.0	11.0	10.0
Zm00001d035224	GeBP-transcription factor 1	4.0	3.0	4.0	4.0	8.0	7.0	2.0	0.7	0.4	2.0	0.5	1.0	0.1	1.0	3.0	3.0	0.1	0.5	0.2	1.0	2.0	2.0	2.0
Zm00001d035228	Zm00001d035228	0.7	1.0	2.0	1.0	1.0	1.0	0.6	1.0	0.3	0.6	0.7	1.0		1.0	0.8	0.7	0.5	0.7	0.4	1.0	0.6	1.0	1.0
Zm00001d035229	Zm00001d035229	0.1			0.1	0.3	0.1	0.1									0.1					0.1		
Zm00001d035230	Zm00001d035230	7.0	4.0	5.0	5.0	7.0	7.0	6.0	2.0	4.0	2.0	0.6	2.0		2.0	9.0	9.0	5.0	6.0	2.0	6.0	5.0	5.0	10.0
Zm00001d035231	Zm00001d035231																					0.5		0.8
Zm00001d035233	Zm00001d035233	0.1	0.2	0.1					2.0	7.0			0.8		1.0			15.0			0.7			0.3
Zm00001d035234	GeBP-transcription factor 15	2.0	1.0	3.0	2.0	1.0	0.7	1.0	2.0	0.6	2.0	1.0	1.0		2.0	2.0	1.0	1.0	0.2		2.0	2.0	2.0	3.0
Zm00001d035235	Zm00001d035235	46.0	30.0	35.0	31.0	29.0	21.0	37.0	28.0	42.0	23.0	33.0	29.0	0.2	16.0	15.0	13.0	19.0	14.0	17.0	19.0	22.0	14.0	24.0
Zm00001d035236	Zm00001d035236		0.3	0.3	0.1			2.0	0.9	3.0			2.0		2.0		0.3	57.0			4.0	0.1	0.2	1.0
Zm00001d035243	Zm00001d035243	14.0	67.0	44.0	0.5	0.8	2.0	0.7	8.0	0.5	0.9	1.0	7.0		0.6	0.3	0.5	0.1	0.8			0.1	1.0	4.0
Zm00001d035246	Zm00001d035246							2.0	7.0	14.0			9.0				0.1				0.1	0.4	0.1	1.0
Zm00001d035247	Zm00001d035247													3.0						0.1	0.3			
Zm00001d035249	Zm00001d035249			0.1					9.0	58.0		0.3	6.0					0.2						
Zm00001d035252	Zm00001d035252													0.2		0.1								
Zm00001d035253	Zm00001d035253	4.0	8.0	8.0	20.0	14.0	17.0	15.0	5.0	2.0	5.0	3.0	4.0		2.0	12.0	11.0	3.0	7.0	2.0	6.0	8.0	5.0	7.0
Zm00001d035254	Zm00001d035254	6.0	6.0	6.0	9.0	11.0	9.0	12.0	4.0	3.0	5.0	3.0	4.0	0.2	4.0	10.0	9.0	2.0	5.0	3.0	6.0	7.0	6.0	7.0
Zm00001d035256	ragged seedling1	49.0	46.0	64.0	27.0	31.0	60.0	10.0	12.0	3.0	24.0	11.0	17.0	0.1	67.0	100.0	81.0	16.0	29.0	6.0	8.0	53.0	29.0	15.0
Zm00001d035263	Zm00001d035263							0.6		0.1			0.1	8.0	0.2	0.1	0.3	0.3	0.1		0.7	0.3		
Zm00001d035265	Zm00001d035265	0.2			0.4	0.6	0.5	0.3			0.1					0.4	0.5		0.2		0.1	0.2	0.2	0.3
Zm00001d035266	NAC-transcription factor 119	6.0	0.3	0.3	0.2	0.1	2.0		0.1	0.1	0.1	0.2	0.2			79.0	56.0		0.4		0.3	0.8	0.2	0.3
Zm00001d035267	Zm00001d035267	0.8	0.7	0.8	0.5	0.8	0.6	1.0	0.1	0.3	0.2	0.1	0.1		1.0	2.0	2.0	1.0	2.0	0.7	1.0	2.0	1.0	0.5
Zm00001d035270	Zm00001d035270	2.0	2.0	2.0	3.0	4.0	2.0	2.0	0.8	2.0	0.8	1.0	0.8	0.1	3.0	3.0	4.0	4.0	1.0	2.0	3.0	3.0	5.0	4.0
Zm00001d035277	Zm00001d035277																		0.7	0.2	2.0			
Zm00001d035285	Zm00001d035285	9.0	5.0	5.0	5.0	7.0	12.0	3.0	3.0	0.5	9.0	1.0	3.0		4.0	10.0	11.0	1.0	5.0	1.0	2.0	8.0	6.0	4.0
Zm00001d035286	Zm00001d035286	0.1						0.2			0.2								0.1			0.1	0.1	
